product_id,product_name,category,cost_price,selling_price
904,Simba Chips 120g Unit,Snacks,18.39,22.56
905,Koo Baked Beans 410g Pack,Bakery,16.87,24.36
906,Nescafe Coffee 200g Pack,Beverages,23.13,35.42
907,Clover Full Cream Milk 1L Pack,Cleaning,32.07,50.95
908,Albany Brown Bread Box,Bakery,16.25,21.63
909,Nestle Milo 500g Unit,Dairy,48.77,70.58
910,Omo Washing Powder 2kg Bottle,Snacks,17.0,25.07
911,Nescafe Coffee 200g Bottle,Cleaning,24.76,37.19
912,Nescafe Coffee 200g Bottle,Pantry,27.35,35.3
913,Simba Chips 120g Unit,Dairy,14.71,18.8
914,Koo Baked Beans 410g Pack,Cleaning,23.21,28.04
915,Sunlight Dish Liquid 750ml Box,Groceries,9.94,14.09
916,Koo Baked Beans 410g Pack,Pantry,44.41,67.38
917,Five Roses Tea 100s Unit,Dairy,32.78,40.85
918,Albany Brown Bread Bottle,Groceries,16.26,23.27
919,Sunlight Dish Liquid 750ml Bottle,Beverages,8.71,10.94
920,Albany Brown Bread Bottle,Bakery,9.06,12.83
921,Coca-Cola 500ml Bottle,Snacks,33.5,47.63
922,Omo Washing Powder 2kg Bottle,Pantry,9.77,15.11
923,Albany Brown Bread Box,Beverages,29.99,37.14
924,Sunlight Dish Liquid 750ml Bottle,Bakery,13.72,19.58
925,Albany Brown Bread Unit,Bakery,15.8,21.34
926,Albany Brown Bread Pack,Cleaning,16.44,24.8
927,Omo Washing Powder 2kg Unit,Groceries,6.12,9.57
928,Omo Washing Powder 2kg Bottle,Bakery,48.89,68.7
929,Coca-Cola 500ml Unit,Cleaning,42.9,55.53
930,Clover Full Cream Milk 1L Unit,Pantry,39.85,63.31
931,Koo Baked Beans 410g Bottle,Groceries,28.47,43.61
932,Nestle Milo 500g Pack,Beverages,11.01,14.23
933,Nescafe Coffee 200g Box,Dairy,28.6,40.1
934,Simba Chips 120g Pack,Pantry,18.54,25.4
935,Coca-Cola 500ml Bottle,Beverages,37.35,49.47
936,Omo Washing Powder 2kg Pack,Cleaning,13.6,21.07
937,Coca-Cola 500ml Unit,Groceries,39.23,61.23
938,Coca-Cola 500ml Bottle,Groceries,49.51,73.26
939,Clover Full Cream Milk 1L Unit,Cleaning,45.11,58.81
940,Nescafe Coffee 200g Unit,Pantry,22.64,31.1
941,Albany Brown Bread Box,Bakery,31.37,40.54
942,Five Roses Tea 100s Unit,Beverages,8.56,13.2
943,Albany Brown Bread Box,Beverages,20.79,30.41
944,Albany Brown Bread Unit,Dairy,17.26,25.68
945,Koo Baked Beans 410g Pack,Cleaning,24.21,35.12
946,Nescafe Coffee 200g Unit,Dairy,44.87,58.61
947,Clover Full Cream Milk 1L Bottle,Bakery,43.25,53.66
948,Nestle Milo 500g Unit,Beverages,43.1,63.38
949,Nestle Milo 500g Pack,Dairy,40.68,56.45
950,Simba Chips 120g Bottle,Pantry,19.02,23.48
951,Clover Full Cream Milk 1L Pack,Cleaning,23.51,36.62
952,Nestle Milo 500g Bottle,Pantry,31.6,39.63
953,Coca-Cola 500ml Unit,Snacks,19.83,25.99
954,Albany Brown Bread Pack,Bakery,25.08,34.45
955,Albany Brown Bread Box,Cleaning,14.87,21.92
956,Coca-Cola 500ml Box,Beverages,47.87,76.22
957,Five Roses Tea 100s Bottle,Beverages,12.22,16.82
958,Koo Baked Beans 410g Unit,Dairy,17.74,27.57
959,Koo Baked Beans 410g Unit,Cleaning,21.08,25.98
960,Clover Full Cream Milk 1L Box,Snacks,37.41,59.69
961,Coca-Cola 500ml Unit,Bakery,45.38,55.15
962,Sunlight Dish Liquid 750ml Pack,Cleaning,23.28,33.73
963,Sunlight Dish Liquid 750ml Unit,Dairy,33.36,49.21
964,Albany Brown Bread Pack,Snacks,43.97,57.75
965,Nescafe Coffee 200g Box,Dairy,39.23,56.58
966,Sunlight Dish Liquid 750ml Unit,Dairy,31.19,37.97
967,Albany Brown Bread Pack,Bakery,10.47,16.49
968,Five Roses Tea 100s Box,Cleaning,33.2,50.35
969,Omo Washing Powder 2kg Pack,Snacks,6.87,9.76
970,Simba Chips 120g Pack,Dairy,49.18,78.58
971,Nescafe Coffee 200g Pack,Dairy,32.62,43.53
972,Simba Chips 120g Pack,Beverages,30.26,39.66
973,Clover Full Cream Milk 1L Unit,Groceries,14.54,19.91
974,Albany Brown Bread Pack,Dairy,16.32,24.45
975,Koo Baked Beans 410g Pack,Snacks,44.11,56.15
976,Clover Full Cream Milk 1L Unit,Beverages,41.54,51.26
977,Clover Full Cream Milk 1L Pack,Cleaning,35.9,50.93
978,Koo Baked Beans 410g Bottle,Pantry,9.9,14.88
979,Sunlight Dish Liquid 750ml Bottle,Pantry,12.42,18.28
980,Omo Washing Powder 2kg Unit,Cleaning,39.01,58.01
981,Albany Brown Bread Bottle,Pantry,44.54,58.72
982,Simba Chips 120g Bottle,Snacks,17.65,25.75
983,Coca-Cola 500ml Bottle,Pantry,24.33,33.74
984,Nescafe Coffee 200g Box,Bakery,12.24,18.07
985,Nestle Milo 500g Bottle,Beverages,7.73,11.52
986,Nestle Milo 500g Bottle,Groceries,42.74,55.52
987,Nescafe Coffee 200g Box,Pantry,46.09,66.98
988,Omo Washing Powder 2kg Unit,Beverages,5.17,7.75
989,Simba Chips 120g Unit,Cleaning,21.99,34.52
990,Nestle Milo 500g Pack,Snacks,22.22,30.12
991,Koo Baked Beans 410g Unit,Dairy,25.14,34.97
992,Clover Full Cream Milk 1L Unit,Bakery,35.03,50.41
993,Simba Chips 120g Pack,Bakery,29.99,43.52
994,Nescafe Coffee 200g Bottle,Cleaning,49.27,61.42
995,Sunlight Dish Liquid 750ml Bottle,Pantry,8.94,13.24
996,Albany Brown Bread Unit,Groceries,5.81,8.39
997,Nescafe Coffee 200g Box,Groceries,15.79,24.31
998,Sunlight Dish Liquid 750ml Unit,Dairy,21.03,26.51
999,Omo Washing Powder 2kg Pack,Dairy,27.13,39.5
1000,Clover Full Cream Milk 1L Box,Groceries,44.79,64.31
1001,Five Roses Tea 100s Pack,Beverages,28.52,44.01
1002,Omo Washing Powder 2kg Pack,Cleaning,25.6,34.38
1003,Nestle Milo 500g Bottle,Cleaning,48.02,59.66
1004,Coca-Cola 500ml Unit,Pantry,42.46,67.29
1005,Five Roses Tea 100s Pack,Pantry,37.66,45.8
1006,Five Roses Tea 100s Unit,Snacks,16.14,22.76
1007,Albany Brown Bread Unit,Cleaning,18.48,27.03
1008,Sunlight Dish Liquid 750ml Unit,Dairy,41.0,54.88
1009,Nescafe Coffee 200g Box,Pantry,9.62,15.23
1010,Simba Chips 120g Bottle,Snacks,25.02,39.92
1011,Sunlight Dish Liquid 750ml Bottle,Dairy,22.28,29.02
1012,Nescafe Coffee 200g Unit,Cleaning,6.03,7.86
1013,Nescafe Coffee 200g Bottle,Groceries,11.95,18.67
1014,Simba Chips 120g Unit,Beverages,39.34,61.24
1015,Koo Baked Beans 410g Bottle,Bakery,8.99,10.93
1016,Simba Chips 120g Box,Pantry,13.88,20.55
1017,Omo Washing Powder 2kg Bottle,Snacks,47.04,64.04
1018,Sunlight Dish Liquid 750ml Box,Bakery,25.68,34.55
1019,Five Roses Tea 100s Unit,Beverages,47.07,63.93
1020,Omo Washing Powder 2kg Unit,Dairy,48.35,70.3
1021,Sunlight Dish Liquid 750ml Unit,Beverages,32.19,48.34
1022,Omo Washing Powder 2kg Bottle,Beverages,18.83,27.55
1023,Simba Chips 120g Bottle,Pantry,20.12,30.7
1024,Nescafe Coffee 200g Box,Pantry,42.42,62.11
1025,Omo Washing Powder 2kg Box,Cleaning,16.69,25.57
1026,Clover Full Cream Milk 1L Box,Bakery,26.91,33.52
1027,Omo Washing Powder 2kg Pack,Dairy,35.96,53.85
1028,Nestle Milo 500g Box,Snacks,39.29,58.89
1029,Five Roses Tea 100s Unit,Dairy,6.89,8.81
1030,Simba Chips 120g Box,Snacks,12.69,17.93
1031,Five Roses Tea 100s Bottle,Cleaning,20.03,28.14
1032,Nescafe Coffee 200g Pack,Bakery,21.67,33.92
1033,Five Roses Tea 100s Unit,Groceries,14.85,20.69
1034,Clover Full Cream Milk 1L Box,Groceries,41.65,62.38
1035,Clover Full Cream Milk 1L Unit,Groceries,41.46,62.28
1036,Coca-Cola 500ml Box,Pantry,13.04,17.01
1037,Nestle Milo 500g Box,Cleaning,33.64,49.31
1038,Simba Chips 120g Pack,Cleaning,41.72,50.78
1039,Koo Baked Beans 410g Pack,Pantry,16.92,22.65
1040,Sunlight Dish Liquid 750ml Pack,Cleaning,17.57,23.11
1041,Clover Full Cream Milk 1L Bottle,Beverages,45.53,70.46
1042,Clover Full Cream Milk 1L Pack,Bakery,24.35,38.37
1043,Koo Baked Beans 410g Pack,Groceries,5.19,7.47
1044,Sunlight Dish Liquid 750ml Box,Groceries,39.08,59.72
1045,Five Roses Tea 100s Pack,Cleaning,39.96,52.51
1046,Omo Washing Powder 2kg Unit,Beverages,45.37,61.2
1047,Nescafe Coffee 200g Unit,Snacks,5.89,9.23
1048,Simba Chips 120g Bottle,Beverages,7.07,10.51
1049,Omo Washing Powder 2kg Bottle,Cleaning,41.76,60.58
1050,Nestle Milo 500g Unit,Dairy,42.47,53.99
1051,Clover Full Cream Milk 1L Unit,Bakery,12.8,18.19
1052,Coca-Cola 500ml Box,Snacks,9.17,11.37
1053,Omo Washing Powder 2kg Bottle,Beverages,30.72,48.09
1054,Nescafe Coffee 200g Bottle,Pantry,9.1,12.94
1055,Nescafe Coffee 200g Box,Groceries,45.24,67.72
1056,Koo Baked Beans 410g Unit,Pantry,6.27,8.1
1057,Five Roses Tea 100s Box,Snacks,21.86,34.17
1058,Five Roses Tea 100s Bottle,Dairy,35.18,45.53
1059,Clover Full Cream Milk 1L Unit,Groceries,12.99,19.6
1060,Nescafe Coffee 200g Pack,Cleaning,25.25,36.12
1061,Nestle Milo 500g Unit,Dairy,27.81,42.12
1062,Omo Washing Powder 2kg Pack,Bakery,45.35,70.13
1063,Simba Chips 120g Pack,Snacks,18.97,25.31
1064,Sunlight Dish Liquid 750ml Bottle,Beverages,48.34,68.61
1065,Nescafe Coffee 200g Pack,Dairy,21.07,25.77
1066,Simba Chips 120g Unit,Snacks,13.78,19.09
1067,Simba Chips 120g Unit,Dairy,21.59,26.97
1068,Five Roses Tea 100s Pack,Snacks,48.18,72.12
1069,Sunlight Dish Liquid 750ml Unit,Bakery,36.63,55.65
1070,Five Roses Tea 100s Pack,Cleaning,14.07,19.03
1071,Coca-Cola 500ml Bottle,Dairy,8.38,12.07
1072,Simba Chips 120g Unit,Snacks,45.28,58.98
1073,Five Roses Tea 100s Unit,Cleaning,44.94,63.57
1074,Simba Chips 120g Bottle,Dairy,32.33,45.65
1075,Nescafe Coffee 200g Unit,Pantry,48.52,64.99
1076,Coca-Cola 500ml Bottle,Pantry,11.36,14.19
1077,Simba Chips 120g Pack,Snacks,24.81,33.79
1078,Five Roses Tea 100s Bottle,Beverages,29.11,36.45
1079,Nestle Milo 500g Box,Snacks,25.19,34.14
1080,Nestle Milo 500g Unit,Beverages,20.96,30.22
1081,Nescafe Coffee 200g Unit,Cleaning,39.26,54.47
1082,Coca-Cola 500ml Bottle,Bakery,11.41,15.32
1083,Nestle Milo 500g Bottle,Beverages,30.05,43.84
1084,Nestle Milo 500g Box,Cleaning,26.23,34.79
1085,Sunlight Dish Liquid 750ml Pack,Pantry,19.01,28.37
1086,Nestle Milo 500g Bottle,Snacks,28.05,36.16
1087,Omo Washing Powder 2kg Unit,Dairy,8.29,13.25
1088,Five Roses Tea 100s Pack,Groceries,16.66,23.79
1089,Albany Brown Bread Unit,Beverages,43.62,57.83
1090,Nescafe Coffee 200g Box,Bakery,15.8,19.21
1091,Coca-Cola 500ml Box,Snacks,19.48,30.59
1092,Koo Baked Beans 410g Pack,Dairy,34.78,53.88
1093,Five Roses Tea 100s Box,Pantry,26.02,35.63
1094,Nestle Milo 500g Unit,Beverages,48.06,65.13
1095,Coca-Cola 500ml Pack,Pantry,11.43,17.61
1096,Omo Washing Powder 2kg Unit,Dairy,18.85,29.69
1097,Clover Full Cream Milk 1L Bottle,Bakery,46.28,71.41
1098,Omo Washing Powder 2kg Box,Bakery,27.56,40.61
1099,Koo Baked Beans 410g Bottle,Dairy,43.05,61.61
1100,Simba Chips 120g Bottle,Dairy,15.08,22.82
1101,Five Roses Tea 100s Unit,Dairy,7.93,12.47
1102,Five Roses Tea 100s Box,Groceries,25.1,32.43
1103,Koo Baked Beans 410g Unit,Snacks,30.39,48.13
1104,Nestle Milo 500g Pack,Beverages,12.88,15.55
1105,Koo Baked Beans 410g Bottle,Bakery,7.65,11.83
1106,Clover Full Cream Milk 1L Unit,Groceries,20.93,31.29
1107,Nestle Milo 500g Box,Groceries,49.8,63.22
1108,Omo Washing Powder 2kg Pack,Snacks,24.34,30.91
1109,Nestle Milo 500g Pack,Cleaning,36.34,46.83
1110,Clover Full Cream Milk 1L Pack,Dairy,10.65,15.2
1111,Albany Brown Bread Box,Snacks,43.71,54.44
1112,Clover Full Cream Milk 1L Pack,Beverages,15.6,20.02
1113,Sunlight Dish Liquid 750ml Bottle,Bakery,35.1,46.95
1114,Nescafe Coffee 200g Unit,Bakery,38.23,48.23
1115,Coca-Cola 500ml Pack,Dairy,16.95,24.39
1116,Sunlight Dish Liquid 750ml Box,Beverages,35.55,55.23
1117,Nescafe Coffee 200g Bottle,Dairy,25.42,36.23
1118,Coca-Cola 500ml Unit,Bakery,14.27,18.49
1119,Sunlight Dish Liquid 750ml Bottle,Pantry,13.42,16.13
1120,Albany Brown Bread Bottle,Pantry,42.44,52.75
1121,Albany Brown Bread Bottle,Groceries,33.9,40.91
1122,Albany Brown Bread Unit,Dairy,11.13,14.14
1123,Clover Full Cream Milk 1L Bottle,Dairy,26.94,33.09
1124,Albany Brown Bread Bottle,Snacks,27.79,33.71
1125,Albany Brown Bread Unit,Snacks,41.67,62.8
1126,Nestle Milo 500g Unit,Snacks,35.37,46.55
1127,Nescafe Coffee 200g Box,Groceries,20.18,26.29
1128,Sunlight Dish Liquid 750ml Unit,Bakery,26.11,35.0
1129,Albany Brown Bread Unit,Bakery,47.66,62.23
1130,Nestle Milo 500g Bottle,Cleaning,18.48,29.46
1131,Koo Baked Beans 410g Unit,Dairy,22.15,26.78
1132,Koo Baked Beans 410g Box,Cleaning,7.99,12.2
1133,Simba Chips 120g Box,Groceries,32.38,44.28
1134,Five Roses Tea 100s Box,Beverages,42.06,59.81
1135,Omo Washing Powder 2kg Bottle,Bakery,34.72,52.07
1136,Coca-Cola 500ml Bottle,Groceries,21.83,30.19
1137,Coca-Cola 500ml Bottle,Groceries,46.8,60.85
1138,Nestle Milo 500g Unit,Cleaning,42.5,59.64
1139,Simba Chips 120g Box,Dairy,38.73,55.14
1140,Nescafe Coffee 200g Bottle,Dairy,23.29,28.49
1141,Koo Baked Beans 410g Box,Groceries,33.88,50.69
1142,Sunlight Dish Liquid 750ml Bottle,Beverages,16.6,23.34
1143,Coca-Cola 500ml Bottle,Cleaning,41.68,60.28
1144,Simba Chips 120g Bottle,Pantry,18.16,27.13
1145,Simba Chips 120g Unit,Pantry,32.29,40.81
1146,Koo Baked Beans 410g Unit,Dairy,14.45,19.21
1147,Koo Baked Beans 410g Bottle,Pantry,13.14,18.68
1148,Nestle Milo 500g Bottle,Dairy,38.47,55.5
1149,Albany Brown Bread Pack,Cleaning,20.71,31.42
1150,Clover Full Cream Milk 1L Box,Snacks,23.98,37.35
1151,Sunlight Dish Liquid 750ml Box,Groceries,5.52,7.91
1152,Simba Chips 120g Bottle,Snacks,20.9,32.74
1153,Simba Chips 120g Pack,Dairy,31.54,47.78
1154,Nescafe Coffee 200g Unit,Groceries,18.38,25.5
1155,Nescafe Coffee 200g Bottle,Beverages,24.58,33.88
1156,Clover Full Cream Milk 1L Box,Cleaning,23.62,37.49
1157,Albany Brown Bread Bottle,Cleaning,16.74,25.71
1158,Nestle Milo 500g Bottle,Bakery,28.17,41.12
1159,Five Roses Tea 100s Box,Groceries,43.31,68.56
1160,Five Roses Tea 100s Bottle,Groceries,35.69,51.29
1161,Five Roses Tea 100s Unit,Snacks,10.51,14.83
1162,Simba Chips 120g Box,Groceries,49.49,76.19
1163,Coca-Cola 500ml Unit,Cleaning,32.41,43.33
1164,Simba Chips 120g Pack,Dairy,41.09,57.9
1165,Coca-Cola 500ml Bottle,Cleaning,26.43,38.84
1166,Five Roses Tea 100s Unit,Cleaning,13.26,16.8
1167,Nestle Milo 500g Unit,Dairy,39.71,47.74
1168,Albany Brown Bread Unit,Cleaning,28.61,35.35
1169,Coca-Cola 500ml Pack,Cleaning,33.62,42.44
1170,Koo Baked Beans 410g Bottle,Snacks,35.1,42.24
1171,Koo Baked Beans 410g Pack,Beverages,46.68,58.7
1172,Simba Chips 120g Unit,Beverages,10.24,15.82
1173,Sunlight Dish Liquid 750ml Unit,Dairy,20.79,31.27
1174,Omo Washing Powder 2kg Box,Snacks,20.08,28.9
1175,Simba Chips 120g Pack,Cleaning,10.93,16.44
1176,Nestle Milo 500g Unit,Snacks,37.67,56.49
1177,Clover Full Cream Milk 1L Bottle,Cleaning,36.97,52.71
1178,Albany Brown Bread Unit,Beverages,10.14,15.31
1179,Omo Washing Powder 2kg Bottle,Snacks,25.41,30.96
1180,Omo Washing Powder 2kg Pack,Cleaning,24.21,29.49
1181,Coca-Cola 500ml Box,Groceries,48.34,62.35
1182,Koo Baked Beans 410g Box,Cleaning,31.96,39.21
1183,Omo Washing Powder 2kg Unit,Pantry,9.28,14.47
1184,Sunlight Dish Liquid 750ml Unit,Beverages,31.14,43.58
1185,Five Roses Tea 100s Bottle,Dairy,22.85,30.48
1186,Koo Baked Beans 410g Pack,Snacks,36.04,53.86
1187,Omo Washing Powder 2kg Bottle,Snacks,13.81,19.35
1188,Nescafe Coffee 200g Box,Groceries,30.05,41.0
1189,Nescafe Coffee 200g Pack,Groceries,41.21,50.54
1190,Simba Chips 120g Unit,Snacks,8.74,11.3
1191,Clover Full Cream Milk 1L Pack,Dairy,16.2,25.66
1192,Simba Chips 120g Unit,Groceries,46.8,64.35
1193,Nestle Milo 500g Unit,Pantry,9.19,14.67
1194,Five Roses Tea 100s Box,Groceries,37.43,54.42
1195,Sunlight Dish Liquid 750ml Unit,Dairy,15.36,21.62
1196,Omo Washing Powder 2kg Pack,Bakery,5.54,7.24
1197,Coca-Cola 500ml Unit,Bakery,37.98,57.78
1198,Sunlight Dish Liquid 750ml Unit,Bakery,41.04,56.05
1199,Albany Brown Bread Bottle,Snacks,6.27,8.92
1200,Coca-Cola 500ml Pack,Dairy,35.64,48.38
1201,Sunlight Dish Liquid 750ml Pack,Pantry,9.96,15.22
1202,Koo Baked Beans 410g Unit,Bakery,32.39,48.54
1203,Clover Full Cream Milk 1L Unit,Beverages,36.46,51.25
1204,Nescafe Coffee 200g Box,Beverages,10.34,14.08
1205,Koo Baked Beans 410g Bottle,Groceries,29.42,36.8
1206,Albany Brown Bread Pack,Cleaning,22.11,29.18
1207,Omo Washing Powder 2kg Bottle,Cleaning,35.03,48.46
1208,Koo Baked Beans 410g Bottle,Dairy,30.35,38.95
1209,Nestle Milo 500g Pack,Snacks,16.97,24.57
1210,Sunlight Dish Liquid 750ml Box,Snacks,44.86,56.19
1211,Simba Chips 120g Bottle,Snacks,14.84,18.27
1212,Nestle Milo 500g Pack,Dairy,27.64,33.69
1213,Sunlight Dish Liquid 750ml Bottle,Dairy,15.41,22.75
1214,Simba Chips 120g Unit,Beverages,33.09,45.75
1215,Nestle Milo 500g Bottle,Cleaning,26.87,41.7
1216,Albany Brown Bread Unit,Bakery,13.84,16.78
1217,Nescafe Coffee 200g Bottle,Snacks,47.34,62.81
1218,Omo Washing Powder 2kg Box,Groceries,38.34,46.35
1219,Koo Baked Beans 410g Pack,Bakery,34.72,51.17
1220,Sunlight Dish Liquid 750ml Box,Pantry,18.42,26.35
1221,Albany Brown Bread Box,Dairy,13.29,20.96
1222,Clover Full Cream Milk 1L Box,Dairy,6.62,8.7
1223,Coca-Cola 500ml Box,Dairy,16.66,22.11
1224,Nestle Milo 500g Box,Dairy,34.44,48.26
1225,Clover Full Cream Milk 1L Bottle,Beverages,22.57,27.64
1226,Nescafe Coffee 200g Pack,Dairy,20.16,27.16
1227,Sunlight Dish Liquid 750ml Pack,Dairy,9.94,15.15
1228,Koo Baked Beans 410g Bottle,Bakery,12.15,15.34
1229,Clover Full Cream Milk 1L Pack,Dairy,7.53,9.45
1230,Simba Chips 120g Bottle,Dairy,46.5,57.72
1231,Coca-Cola 500ml Pack,Pantry,23.96,33.85
1232,Omo Washing Powder 2kg Bottle,Snacks,27.7,39.02
1233,Five Roses Tea 100s Unit,Bakery,37.24,48.41
1234,Simba Chips 120g Box,Snacks,24.94,35.31
1235,Five Roses Tea 100s Pack,Bakery,7.03,9.94
1236,Five Roses Tea 100s Bottle,Dairy,11.4,15.35
1237,Nescafe Coffee 200g Bottle,Dairy,9.82,14.89
1238,Nescafe Coffee 200g Unit,Snacks,8.93,11.74
1239,Sunlight Dish Liquid 750ml Unit,Bakery,35.64,54.08
1240,Clover Full Cream Milk 1L Box,Groceries,33.12,42.92
1241,Koo Baked Beans 410g Unit,Dairy,30.97,48.77
1242,Nestle Milo 500g Box,Snacks,10.62,16.68
1243,Five Roses Tea 100s Box,Beverages,23.7,33.09
1244,Nestle Milo 500g Pack,Groceries,45.04,69.41
1245,Coca-Cola 500ml Pack,Groceries,21.06,27.35
1246,Five Roses Tea 100s Pack,Dairy,24.79,39.51
1247,Simba Chips 120g Unit,Dairy,22.34,33.8
1248,Albany Brown Bread Unit,Dairy,37.52,55.86
1249,Albany Brown Bread Box,Pantry,42.0,63.39
1250,Nescafe Coffee 200g Pack,Beverages,14.06,17.85
1251,Simba Chips 120g Pack,Groceries,38.78,55.67
1252,Koo Baked Beans 410g Bottle,Groceries,17.86,27.27
1253,Sunlight Dish Liquid 750ml Pack,Pantry,21.91,29.72
1254,Omo Washing Powder 2kg Bottle,Cleaning,44.73,62.43
1255,Albany Brown Bread Box,Dairy,24.06,30.29
1256,Nescafe Coffee 200g Unit,Cleaning,41.33,53.35
1257,Nestle Milo 500g Unit,Groceries,12.25,15.37
1258,Koo Baked Beans 410g Box,Groceries,30.6,37.06
1259,Clover Full Cream Milk 1L Pack,Cleaning,9.28,12.94
1260,Five Roses Tea 100s Bottle,Bakery,32.38,44.36
1261,Coca-Cola 500ml Bottle,Beverages,11.67,16.17
1262,Sunlight Dish Liquid 750ml Bottle,Bakery,31.01,45.2
1263,Simba Chips 120g Box,Cleaning,45.72,64.17
1264,Five Roses Tea 100s Unit,Snacks,37.07,55.96
1265,Nestle Milo 500g Box,Cleaning,38.12,58.0
1266,Nescafe Coffee 200g Unit,Dairy,6.55,8.49
1267,Simba Chips 120g Bottle,Pantry,24.86,36.26
1268,Coca-Cola 500ml Pack,Bakery,24.5,33.05
1269,Coca-Cola 500ml Bottle,Snacks,12.88,16.16
1270,Coca-Cola 500ml Unit,Pantry,17.51,24.76
1271,Omo Washing Powder 2kg Box,Cleaning,23.8,32.64
1272,Omo Washing Powder 2kg Unit,Dairy,30.82,41.83
1273,Nestle Milo 500g Box,Groceries,15.37,24.21
1274,Sunlight Dish Liquid 750ml Pack,Beverages,10.08,13.48
1275,Clover Full Cream Milk 1L Unit,Snacks,13.69,16.69
1276,Coca-Cola 500ml Bottle,Cleaning,16.48,25.62
1277,Albany Brown Bread Pack,Bakery,44.18,53.79
1278,Sunlight Dish Liquid 750ml Box,Bakery,5.98,7.83
1279,Coca-Cola 500ml Unit,Dairy,19.05,25.96
1280,Omo Washing Powder 2kg Unit,Groceries,15.06,21.45
1281,Koo Baked Beans 410g Bottle,Beverages,26.77,40.02
1282,Albany Brown Bread Bottle,Cleaning,16.04,23.28
1283,Omo Washing Powder 2kg Pack,Cleaning,42.63,65.39
1284,Nescafe Coffee 200g Pack,Pantry,36.17,52.57
1285,Nestle Milo 500g Pack,Groceries,23.01,27.83
1286,Simba Chips 120g Pack,Snacks,39.79,62.25
1287,Nestle Milo 500g Unit,Bakery,47.94,63.8
1288,Sunlight Dish Liquid 750ml Bottle,Pantry,46.88,68.03
1289,Albany Brown Bread Unit,Snacks,30.55,43.75
1290,Nescafe Coffee 200g Bottle,Beverages,13.28,16.77
1291,Coca-Cola 500ml Bottle,Pantry,29.12,45.79
1292,Koo Baked Beans 410g Unit,Bakery,34.36,52.68
1293,Omo Washing Powder 2kg Bottle,Bakery,11.25,14.25
1294,Nestle Milo 500g Box,Pantry,33.9,47.32
1295,Sunlight Dish Liquid 750ml Unit,Cleaning,43.92,67.57
1296,Simba Chips 120g Bottle,Groceries,18.93,23.22
1297,Nestle Milo 500g Unit,Groceries,45.23,67.18
1298,Nestle Milo 500g Unit,Pantry,43.91,59.56
1299,Nestle Milo 500g Bottle,Bakery,26.27,33.12
1300,Albany Brown Bread Box,Beverages,43.9,59.16
1301,Simba Chips 120g Bottle,Cleaning,48.01,70.77
1302,Coca-Cola 500ml Pack,Beverages,46.8,71.8
1303,Five Roses Tea 100s Bottle,Beverages,45.78,72.11
1304,Clover Full Cream Milk 1L Box,Dairy,25.89,38.33
1305,Clover Full Cream Milk 1L Unit,Beverages,39.66,52.41
1306,Koo Baked Beans 410g Unit,Pantry,37.05,55.59
1307,Clover Full Cream Milk 1L Pack,Snacks,42.9,62.94
1308,Albany Brown Bread Bottle,Cleaning,21.26,31.34
1309,Nescafe Coffee 200g Pack,Snacks,35.44,47.91
1310,Koo Baked Beans 410g Bottle,Snacks,29.01,40.98
1311,Nescafe Coffee 200g Pack,Pantry,26.87,39.68
1312,Nescafe Coffee 200g Unit,Beverages,18.48,28.55
1313,Five Roses Tea 100s Bottle,Cleaning,26.68,32.71
1314,Nescafe Coffee 200g Box,Cleaning,36.72,51.39
1315,Koo Baked Beans 410g Pack,Bakery,6.51,7.87
1316,Five Roses Tea 100s Bottle,Bakery,19.91,29.31
1317,Albany Brown Bread Bottle,Dairy,11.93,18.11
1318,Nescafe Coffee 200g Box,Pantry,47.59,64.76
1319,Simba Chips 120g Unit,Cleaning,6.58,9.51
1320,Albany Brown Bread Pack,Bakery,22.58,31.64
1321,Sunlight Dish Liquid 750ml Unit,Dairy,32.08,39.6
1322,Coca-Cola 500ml Pack,Bakery,18.62,27.07
1323,Coca-Cola 500ml Box,Dairy,44.49,59.19
1324,Nescafe Coffee 200g Bottle,Bakery,33.95,54.19
1325,Nestle Milo 500g Box,Bakery,11.73,14.51
1326,Koo Baked Beans 410g Bottle,Dairy,34.58,46.89
1327,Sunlight Dish Liquid 750ml Unit,Cleaning,20.95,26.27
1328,Simba Chips 120g Unit,Pantry,37.94,55.98
1329,Koo Baked Beans 410g Pack,Snacks,25.5,34.04
1330,Clover Full Cream Milk 1L Unit,Beverages,42.47,55.22
1331,Clover Full Cream Milk 1L Bottle,Groceries,48.28,61.93
1332,Koo Baked Beans 410g Pack,Snacks,45.76,58.01
1333,Five Roses Tea 100s Pack,Groceries,6.1,7.47
1334,Omo Washing Powder 2kg Pack,Snacks,33.69,45.25
1335,Coca-Cola 500ml Unit,Cleaning,43.27,60.03
1336,Coca-Cola 500ml Box,Beverages,29.98,47.88
1337,Simba Chips 120g Bottle,Snacks,44.01,56.99
1338,Nestle Milo 500g Unit,Bakery,14.87,20.07
1339,Simba Chips 120g Box,Beverages,34.67,51.78
1340,Sunlight Dish Liquid 750ml Box,Groceries,8.72,11.28
1341,Sunlight Dish Liquid 750ml Unit,Cleaning,31.34,43.98
1342,Omo Washing Powder 2kg Unit,Cleaning,45.55,60.98
1343,Omo Washing Powder 2kg Bottle,Pantry,26.03,32.89
1344,Clover Full Cream Milk 1L Unit,Beverages,20.03,27.0
