store_id,product_id,stock_level,reorder_level
S153,1384,148,24
S163,1707,34,59
S065,428,113,55
S164,377,159,31
S169,730,175,54
S018,1574,100,20
S157,1953,181,49
S064,321,67,28
S199,1990,1,40
S047,1888,139,41
S007,1691,194,38
S150,1496,73,42
S176,522,8,32
S142,1642,3,37
S117,1027,120,56
S011,997,140,49
S100,846,135,59
S069,868,180,31
S107,1169,98,39
S038,941,43,47
S082,1361,111,26
S066,1488,32,40
S193,1478,163,47
S147,1583,56,50
S004,987,195,23
S173,688,125,25
S067,1589,22,20
S037,1008,125,50
S170,211,169,53
S165,1470,100,45
S159,1087,78,50
S116,1637,74,33
S067,256,69,38
S160,1920,96,20
S123,1434,2,36
S146,73,155,30
S075,1990,80,37
S011,755,136,49
S163,1853,56,34
S005,1093,23,46
S108,57,42,58
S188,950,99,29
S081,1039,111,46
S065,249,52,30
S035,1565,141,52
S067,379,135,26
S105,1996,77,24
S133,410,114,56
S189,295,111,26
S165,342,6,43
S107,1605,81,31
S188,1733,5,50
S134,1876,125,24
S044,1721,106,23
S165,402,197,25
S121,1346,159,39
S100,72,152,29
S140,780,173,39
S018,523,98,46
S145,973,161,55
S019,522,24,41
S191,884,40,48
S158,379,44,44
S073,1183,91,44
S110,1150,186,25
S048,615,87,26
S011,333,117,55
S062,761,87,56
S178,132,2,32
S188,1837,103,58
S059,79,54,22
S027,1840,182,52
S123,257,57,46
S182,1590,199,35
S064,980,53,48
S123,1852,138,20
S158,1931,97,26
S018,821,6,37
S017,669,95,41
S008,908,111,26
S158,985,26,56
S167,378,14,38
S051,1457,8,30
S035,188,106,22
S177,1296,165,53
S100,1821,34,44
S116,515,121,24
S164,341,106,29
S160,1974,81,51
S103,912,186,51
S163,322,123,45
S049,1499,87,55
S018,660,134,21
S087,684,107,26
S199,954,197,41
S040,1032,71,56
S056,538,173,42
S158,1453,131,56
S091,1009,197,59
S196,1598,174,22
S076,1700,78,52
S133,653,125,32
S031,1335,117,32
S174,921,18,34
S094,1107,129,29
S073,1876,136,27
S153,1243,136,50
S035,1826,12,36
S044,1098,6,43
S091,756,34,50
S101,298,94,49
S055,512,195,37
S145,663,63,33
S090,1012,88,31
S043,580,122,31
S057,1193,60,24
S143,852,98,24
S174,1780,185,25
S190,1747,96,31
S147,927,121,45
S146,669,193,53
S153,796,191,43
S002,1766,150,59
S114,555,104,56
S005,1031,47,31
S014,1565,198,51
S163,633,187,32
S093,552,27,21
S130,5,142,54
S162,550,118,22
S155,301,191,44
S016,1329,164,57
S200,1264,174,46
S186,1346,168,44
S153,386,48,46
S180,265,77,22
S055,1347,144,54
S172,743,145,23
S012,1690,170,35
S045,1986,16,55
S158,1234,152,20
S145,872,120,36
S020,1883,12,55
S025,240,73,39
S076,803,81,40
S021,1173,33,46
S019,418,13,39
S179,1984,171,50
S136,1090,128,51
S166,862,6,44
S151,1832,56,36
S054,302,29,25
S096,105,116,53
S121,91,40,26
S145,1552,141,39
S010,1111,75,34
S016,1698,105,49
S043,1645,84,44
S152,111,175,29
S007,1707,134,32
S014,1133,106,48
S146,1658,153,40
S073,73,68,29
S096,1705,97,58
S155,246,50,44
S164,1137,190,59
S095,1031,135,48
S067,959,9,28
S189,913,71,55
S181,856,190,55
S046,1273,152,36
S051,316,80,47
S024,1259,127,25
S137,1923,197,42
S042,480,171,54
S016,555,32,46
S043,551,116,20
S166,813,65,21
S031,721,199,21
S184,225,56,58
S077,1035,171,39
S191,691,146,50
S049,940,176,26
S140,427,122,32
S157,267,10,44
S042,706,48,41
S130,660,123,36
S181,1463,80,24
S136,1837,10,26
S022,1632,90,55
S035,1896,172,20
S177,35,189,50
S025,97,94,21
S138,557,109,42
S141,302,45,23
S129,486,176,56
S123,851,61,51
S186,539,87,36
S135,1973,40,54
S087,1991,111,22
S035,660,157,27
S079,1963,129,53
S142,357,56,55
S056,370,102,58
S145,1334,130,37
S046,1367,34,21
S149,1377,178,36
S129,1606,122,47
S128,664,130,48
S194,1164,26,31
S116,1105,184,45
S086,1746,52,59
S141,1294,63,33
S103,1821,67,51
S141,1333,189,55
S073,1313,184,58
S116,1697,120,52
S139,1427,187,41
S071,1206,138,44
S069,1323,30,54
S136,221,116,51
S050,282,74,26
S035,612,18,27
S046,471,115,29
S144,1570,107,56
S167,1414,21,53
S137,1030,119,59
S159,818,143,42
S115,1411,97,35
S083,516,83,26
S152,488,10,35
S168,1154,144,56
S200,590,127,28
S059,1428,49,47
S043,1104,83,33
S074,640,158,34
S124,401,106,33
S045,1295,112,20
S025,1741,91,26
S064,933,61,35
S136,1886,140,30
S190,1796,142,33
S141,200,98,42
S159,1170,133,26
S139,1753,129,36
S082,430,31,32
S195,1763,120,38
S193,1035,37,50
S122,1043,64,24
S043,564,196,49
S042,416,156,22
S139,847,187,24
S080,1900,45,35
S109,1954,49,46
S150,1725,65,28
S049,198,117,37
S145,265,162,29
S193,1271,55,40
S067,1058,38,30
S063,110,96,35
S041,29,59,58
S044,430,69,37
S061,766,171,20
S050,47,179,35
S015,202,131,33
S078,451,96,27
S156,256,72,45
S084,1762,127,24
S063,1636,38,22
S088,712,126,40
S109,1666,28,30
S161,1790,74,32
S129,736,76,23
S137,1459,110,52
S087,1612,60,41
S167,1804,181,44
S129,773,45,21
S155,1028,59,23
S196,136,168,51
S111,741,149,23
S103,789,9,35
S060,553,152,53
S146,745,12,55
S098,1200,108,30
S192,1385,5,49
S173,1375,91,30
S126,721,177,23
S106,1701,156,22
S011,756,82,55
S017,90,152,27
S158,278,114,33
S078,1182,47,48
S148,73,90,48
S076,742,79,29
S005,658,169,40
S187,1951,43,56
S053,662,84,37
S096,370,116,37
S150,1507,83,36
S153,1268,181,31
S199,271,30,31
S185,1853,161,36
S183,1687,122,26
S153,1874,193,27
S051,567,104,34
S072,460,129,23
S180,244,103,27
S165,396,154,42
S148,1053,161,28
S006,1554,71,32
S064,139,58,21
S024,53,18,36
S023,62,102,47
S044,323,93,33
S133,1603,109,44
S076,256,123,41
S183,672,18,54
S040,542,60,38
S180,1469,63,29
S044,1299,71,42
S174,898,107,52
S015,749,18,30
S024,1302,69,47
S109,1963,134,20
S004,618,171,26
S107,1658,80,37
S076,1165,117,44
S163,853,21,42
S034,1760,118,53
S150,1880,160,40
S109,551,132,55
S107,398,193,44
S018,34,98,50
S187,582,22,55
S117,447,59,55
S070,1036,138,39
S188,1132,27,28
S166,1015,88,44
S047,1276,10,43
S182,1635,198,54
S029,1857,12,41
S109,386,33,51
S190,432,31,32
S060,508,81,40
S016,475,150,25
S084,1093,38,21
S152,1253,132,47
S043,78,96,27
S170,904,18,32
S138,635,79,31
S148,944,62,29
S188,1589,62,45
S116,729,5,57
S187,358,55,36
S055,1339,182,50
S019,887,1,52
S155,1039,37,25
S011,335,116,29
S125,424,172,48
S067,1556,192,53
S111,89,137,38
S017,968,196,27
S174,485,92,54
S105,203,8,38
S175,1452,57,52
S010,963,172,29
S053,240,19,56
S040,1063,177,26
S101,252,9,41
S144,1908,199,32
S097,902,81,28
S129,1637,105,50
S016,1327,2,52
S101,239,5,38
S073,368,36,59
S196,1146,125,35
S164,159,121,23
S125,842,80,40
S143,1777,61,57
S168,187,152,56
S074,536,99,49
S143,1943,56,35
S064,662,108,35
S039,1185,177,21
S149,1307,154,22
S141,819,71,33
S195,115,72,56
S151,1761,140,45
S026,324,61,40
S191,937,95,34
S150,1817,26,57
S136,1854,83,30
S096,732,185,44
S191,351,124,21
S129,427,25,36
S072,826,108,21
S031,256,197,27
S026,275,40,28
S120,379,6,55
S126,1795,161,31
S181,581,141,34
S174,314,7,39
S156,448,77,54
S140,1241,5,26
S163,1052,13,24
S118,882,157,21
S050,1550,38,25
S063,1926,163,30
S022,1452,47,49
S121,803,45,59
S089,28,21,31
S088,188,34,43
S101,165,139,47
S159,1310,108,47
S054,1111,175,44
S182,259,144,56
S107,267,167,33
S115,13,86,29
S112,589,8,50
S099,334,0,27
S148,1858,176,25
S055,1574,135,35
S180,1269,36,51
S178,909,129,25
S166,690,30,57
S193,173,122,24
S104,1762,14,26
S108,759,130,22
S179,1532,13,59
S065,1710,104,54
S031,1431,29,31
S111,769,70,37
S074,1632,52,29
S031,1322,22,59
S052,1823,162,54
S065,821,107,58
S085,916,75,21
S124,279,180,22
S066,604,44,48
S097,1127,125,24
S194,1488,3,21
S115,476,81,47
S045,1963,143,33
S108,283,19,43
S162,589,166,21
S033,1853,172,26
S058,498,36,42
S134,413,128,30
S191,877,81,26
S168,1737,165,35
S088,1014,112,27
S028,1375,166,51
S008,1581,174,20
S020,556,70,51
S066,940,179,23
S197,1385,34,30
S109,190,13,30
S083,131,198,53
S078,850,117,27
S167,1528,95,25
S167,649,134,58
S086,762,0,43
S086,1071,19,51
S036,1911,55,47
S105,1958,29,53
S023,1393,138,21
S138,1096,120,59
S148,1308,111,48
S189,110,70,21
S052,1003,77,47
S063,634,30,37
S189,629,132,59
S153,1882,13,48
S062,1292,11,49
S051,1972,49,57
S108,1870,121,38
S153,842,83,43
S200,1606,10,41
S188,825,28,26
S103,1687,121,36
S052,832,110,58
S057,307,45,27
S191,583,42,37
S053,1718,151,38
S037,1222,10,41
S103,583,79,42
S119,592,84,46
S125,126,60,28
S018,1625,11,52
S070,1411,139,32
S176,50,137,26
S014,1174,171,48
S068,87,93,26
S146,1929,105,59
S116,1771,108,26
S146,796,164,36
S105,1257,118,32
S124,1678,173,29
S068,1514,144,27
S182,1646,12,52
S121,612,173,39
S059,1607,193,26
S052,1166,67,32
S188,779,61,22
S125,643,152,46
S027,1953,67,40
S032,1473,4,21
S128,96,41,42
S153,1911,194,49
S105,1497,153,43
S035,1513,7,27
S080,864,175,27
S087,313,100,43
S095,193,112,21
S037,1817,13,46
S130,819,124,31
S195,1496,1,39
S040,1953,103,35
S119,99,65,49
S126,1870,186,23
S109,1777,33,30
S026,637,165,59
S041,903,99,48
S004,1788,92,36
S063,1683,127,39
S001,1178,69,25
S106,1651,36,32
S045,652,42,43
S001,1194,9,31
S029,1428,101,57
S027,1528,33,52
S180,1679,35,37
S025,181,17,53
S080,1738,95,27
S171,817,195,43
S155,1678,1,50
S016,1431,157,38
S085,1293,38,27
S176,1597,178,51
S064,571,91,30
S033,749,124,46
S057,657,68,30
S017,124,49,28
S036,1005,64,53
S171,1120,65,58
S071,969,144,23
S083,711,124,50
S019,1291,167,37
S129,1632,155,49
S159,1266,32,48
S150,1835,157,29
S035,417,109,53
S161,1397,184,35
S144,1801,197,45
S047,1001,145,20
S145,1967,168,45
S008,62,168,34
S123,1263,85,45
S152,967,130,47
S015,524,90,50
S084,350,9,58
S148,52,48,22
S095,301,84,37
S066,338,78,57
S145,1641,147,39
S186,1342,88,23
S184,439,174,34
S098,168,48,35
S046,1351,136,47
S087,33,175,20
S137,513,44,43
S094,1029,178,21
S069,714,55,35
S022,474,103,54
S175,362,194,27
S117,1485,149,46
S074,1819,26,29
S028,1272,81,50
S104,536,57,34
S079,595,32,35
S128,1441,12,25
S054,605,65,49
S173,1687,11,31
S030,308,65,43
S103,693,18,46
S160,1693,85,57
S173,699,124,39
S067,1721,131,44
S118,1117,144,33
S084,560,84,53
S089,940,54,24
S163,1482,2,48
S108,942,127,22
S059,1608,91,58
S075,1152,0,26
S190,948,134,44
S103,1314,3,39
S122,1162,65,53
S064,1196,70,46
S011,1537,57,43
S078,794,22,42
S165,649,178,28
S015,1286,34,29
S046,1057,16,24
S102,440,11,23
S090,1392,12,53
S174,676,10,24
S147,1538,89,25
S059,1388,57,37
S109,840,101,46
S032,1709,51,41
S059,809,1,44
S039,1231,16,47
S028,333,63,27
S140,193,85,20
S118,75,70,50
S071,1438,74,51
S017,519,196,59
S058,1721,180,23
S161,1837,129,32
S026,1378,141,50
S136,1787,48,39
S101,1760,13,23
S123,564,158,29
S032,1203,70,24
S071,1424,35,47
S200,1314,163,34
S018,1717,145,36
S153,561,196,33
S097,550,192,26
S085,722,129,35
S170,1014,157,46
S006,1431,184,44
S057,13,32,35
S185,1182,173,30
S183,1115,30,58
S111,126,193,44
S157,724,131,44
S076,925,81,33
S105,743,66,42
S180,1011,59,33
S070,1482,24,38
S059,116,168,43
S178,1233,86,48
S098,31,181,25
S063,1773,62,58
S081,813,39,33
S020,1695,149,32
S021,1514,132,57
S021,1763,63,45
S133,1964,91,44
S030,337,64,25
S103,1954,181,27
S035,261,142,53
S173,714,130,46
S185,381,158,57
S128,985,156,45
S126,1160,79,38
S146,866,86,28
S187,1994,139,39
S082,1883,13,33
S111,223,75,45
S090,1648,81,25
S118,1523,9,40
S182,1102,85,32
S148,402,151,50
S136,995,105,29
S030,1285,116,23
S170,1888,31,44
S098,186,71,58
S081,1430,105,51
S190,1120,22,30
S051,2000,70,52
S033,165,95,36
S026,1744,163,56
S093,23,147,47
S043,1032,157,52
S192,1920,17,26
S149,1451,54,42
S173,284,137,39
S187,1036,65,53
S196,576,15,58
S068,322,157,46
S074,1317,44,23
S008,1778,23,37
S137,874,27,41
S054,692,116,31
S064,1276,33,54
S163,47,36,39
S158,1769,4,44
S192,1962,28,34
S113,1849,10,38
S022,327,146,52
S153,431,21,24
S190,631,143,47
S053,1309,137,43
S174,687,172,42
S066,518,137,48
S062,396,133,57
S170,1511,6,39
S021,1279,28,31
S125,1953,79,51
S103,1767,142,36
S099,827,42,26
S171,848,71,23
S068,1167,24,47
S187,462,110,37
S103,50,41,57
S127,1879,198,41
S154,35,28,42
S171,1793,88,30
S075,213,175,28
S127,1543,49,35
S048,929,21,46
S186,388,115,25
S133,1609,56,21
S089,168,57,34
S088,478,151,36
S075,1700,120,46
S033,45,27,28
S114,1320,158,47
S155,1518,169,46
S093,656,36,59
S156,539,187,20
S091,894,117,55
S165,801,106,34
S127,1814,79,43
S037,1973,165,40
S143,1747,186,44
S037,1515,174,39
S036,1108,32,46
S118,87,121,54
S103,280,123,25
S103,1760,192,39
S052,881,39,46
S152,1913,77,33
S002,491,178,27
S146,1761,183,54
S187,1323,182,57
S133,1263,194,20
S024,1294,3,22
S059,163,174,38
S067,173,87,40
S151,831,82,32
S022,1026,95,26
S029,1492,153,38
S164,1208,148,50
S129,1958,28,45
S064,1313,36,38
S134,1731,13,24
S101,925,85,40
S155,1733,26,56
S083,271,172,55
S080,1297,107,21
S066,1712,143,44
S071,1793,49,30
S161,1571,65,29
S053,549,33,45
S146,891,77,27
S133,917,17,50
S113,629,148,57
S187,1991,188,36
S104,792,128,30
S066,821,99,47
S007,207,21,57
S010,319,80,33
S029,1105,80,50
S118,131,16,41
S038,590,7,22
S074,1343,43,54
S145,1982,47,28
S084,443,109,58
S195,451,198,30
S123,1757,35,28
S031,842,160,43
S006,1754,16,52
S031,211,101,28
S118,619,166,35
S003,1501,102,45
S040,1916,163,28
S021,1180,62,40
S118,1476,147,25
S192,1761,16,23
S057,868,72,56
S005,10,65,55
S087,1885,56,37
S018,711,24,58
S052,1292,190,30
S043,1139,115,45
S101,286,3,45
S197,1533,143,49
S041,1108,10,33
S142,627,24,47
S143,1499,9,30
S009,1268,137,50
S167,1566,132,34
S180,115,9,58
S113,1002,38,50
S067,999,26,56
S117,505,50,49
S094,1104,8,53
S092,460,2,41
S109,3,130,26
S023,500,182,34
S006,1390,65,46
S088,566,133,59
S048,341,92,53
S010,1104,82,53
S167,1493,196,42
S081,132,84,34
S136,859,101,56
S083,150,3,21
S166,1837,102,57
S015,715,182,39
S147,1685,23,22
S071,620,199,31
S024,716,140,35
S001,645,177,35
S011,1199,62,44
S160,1717,178,21
S098,1878,87,23
S037,1715,3,49
S071,1267,12,54
S136,855,196,36
S074,1433,173,54
S084,37,34,57
S187,340,155,38
S047,268,73,40
S050,862,178,40
S047,911,33,25
S150,869,71,42
S199,626,110,57
S104,69,35,30
S120,1535,143,32
S180,565,83,24
S153,619,112,37
S043,1297,10,31
S089,1790,152,46
S150,387,85,59
S066,46,152,30
S162,1093,7,57
S146,1498,37,24
S030,830,158,35
S176,1168,54,41
S148,1362,163,46
S086,1413,45,35
S200,1094,150,49
S058,1481,154,44
S138,450,122,59
S132,869,165,48
S014,1092,6,22
S060,353,170,42
S061,1749,194,57
S160,771,163,41
S009,1172,132,38
S194,19,102,51
S067,1131,148,31
S140,477,25,25
S037,350,135,46
S013,761,143,57
S100,939,90,43
S187,1107,181,58
S107,380,28,56
S010,989,127,32
S123,951,50,28
S150,1259,177,52
S003,982,24,20
S101,150,171,25
S062,891,154,41
S136,1189,117,30
S086,1479,43,31
S165,843,197,53
S023,1310,144,47
S067,1018,41,27
S183,1187,137,20
S070,377,198,57
S040,260,95,42
S094,340,98,33
S152,1404,196,33
S189,846,71,29
S086,227,79,37
S005,1967,199,58
S084,1843,71,37
S090,764,26,31
S025,286,13,20
S088,1197,133,31
S037,244,110,24
S137,1047,31,32
S169,1382,72,42
S021,46,150,39
S026,801,127,52
S175,534,36,24
S164,1193,183,28
S001,1280,59,52
S111,1900,122,44
S110,185,98,38
S091,858,36,43
S056,1860,115,26
S129,1333,179,27
S057,1349,173,24
S179,977,126,29
S174,1956,88,58
S145,1550,166,42
S151,366,108,26
S083,1766,16,46
S194,1935,4,53
S025,1756,199,43
S108,1931,42,57
S136,1509,132,23
S176,1275,172,28
S102,684,84,43
S123,98,43,35
S015,886,124,52
S171,1778,154,53
S099,611,24,54
S135,1480,140,25
S083,1304,161,49
S114,2,128,31
S193,725,148,52
S104,793,130,59
S200,806,55,55
S083,1531,119,34
S026,322,117,49
S119,920,114,56
S092,630,145,25
S012,111,111,36
S074,1583,11,58
S101,1499,33,35
S083,1311,143,57
S186,1568,197,39
S084,1096,54,26
S127,384,183,50
S123,1227,12,35
S131,1836,176,46
S161,1959,170,35
S120,150,4,59
S183,827,95,48
S069,1687,152,44
S111,1358,191,23
S033,1339,187,29
S028,304,171,58
S019,579,121,37
S016,1887,126,40
S008,993,68,36
S119,507,109,57
S152,1848,177,58
S053,141,165,33
S013,413,103,46
S126,499,96,45
S151,469,187,53
S178,1550,112,49
S109,1810,0,52
S200,20,60,36
S094,1496,196,25
S091,1994,166,51
S033,1527,195,53
S105,630,25,24
S152,1683,120,35
S032,1786,21,42
S162,1550,198,37
S174,1614,47,23
S024,21,35,26
S098,596,59,24
S174,1155,114,36
S017,881,115,22
S154,376,88,59
S043,1603,50,36
S014,320,19,55
S014,802,21,22
S089,841,23,38
S169,457,122,21
S131,929,80,56
S154,1911,126,27
S118,798,69,41
S100,173,164,31
S161,677,190,57
S021,673,3,53
S143,1270,150,22
S155,1884,155,20
S036,524,52,21
S077,869,177,27
S075,437,139,51
S066,18,94,36
S103,677,148,29
S033,1782,38,26
S129,1589,122,51
S019,1672,105,46
S135,1625,96,57
S147,1530,50,53
S041,1318,49,24
S030,69,134,34
S023,614,89,27
S093,1672,197,48
S016,1749,41,53
S008,788,56,36
S078,1634,1,46
S168,986,1,20
S112,366,62,35
S006,1945,197,40
S083,1728,82,24
S153,845,162,50
S019,1247,22,55
S169,1728,43,25
S075,1175,67,52
S117,645,51,22
S187,631,87,49
S107,418,78,45
S041,1538,89,25
S077,264,50,37
S188,1646,29,20
S160,978,136,42
S039,344,116,24
S001,1000,35,29
S106,1256,60,56
S043,865,111,57
S066,618,49,37
S163,399,64,39
S119,1397,173,56
S129,454,92,25
S024,1386,103,46
S042,1813,85,50
S169,125,86,33
S196,1856,172,40
S010,163,60,52
S023,1936,86,36
S151,729,131,22
S164,1331,97,40
S065,1714,172,50
S142,1035,60,58
S078,621,140,55
S036,1590,141,32
S072,675,165,48
S035,1849,86,31
S012,1960,193,44
S140,716,160,21
S058,1214,166,41
S028,172,103,30
S029,624,96,39
S025,579,83,28
S171,1366,167,58
S060,413,102,33
S035,1847,174,55
S122,1343,162,22
S186,821,114,20
S193,1708,88,50
S075,1865,51,24
S017,1907,55,56
S095,1411,173,42
S065,1967,99,57
S010,497,103,41
S197,1435,83,48
S141,1010,146,33
S155,68,85,48
S185,882,17,41
S069,1454,17,37
S031,1494,149,44
S163,833,56,26
S073,1288,29,46
S195,621,187,42
S003,1594,99,34
S041,1334,79,42
S115,742,53,25
S093,712,156,31
S043,660,124,26
S138,1517,194,32
S108,1600,51,35
S106,1841,107,20
S124,936,61,33
S192,97,146,30
S048,681,128,41
S081,1903,184,51
S018,1105,185,49
S058,438,15,55
S029,727,100,58
S088,875,177,43
S037,500,193,55
S103,1450,29,35
S083,1510,194,43
S140,414,198,35
S148,1156,165,33
S021,763,2,48
S016,1400,161,33
S180,445,92,49
S110,1104,28,48
S093,76,20,45
S047,1028,113,48
S042,1584,106,34
S111,339,68,49
S133,759,79,44
S155,361,188,35
S107,1300,135,23
S042,1362,180,35
S092,1987,61,26
S114,1863,55,32
S061,549,56,43
S140,296,137,54
S130,1006,35,57
S039,547,129,33
S125,1314,96,30
S042,772,61,36
S194,894,160,59
S170,854,20,45
S088,639,0,56
S093,488,15,54
S069,1220,33,34
S186,291,21,56
S119,124,156,27
S008,1181,103,37
S014,1778,22,20
S171,1901,156,45
S113,1778,141,41
S127,1162,31,30
S084,932,115,53
S114,1166,33,52
S126,1818,142,31
S050,1857,52,32
S092,1688,131,52
S004,1911,137,33
S149,1108,108,30
S131,740,159,54
S062,1680,68,22
S014,974,114,21
S139,261,32,43
S193,838,12,26
S027,408,6,54
S033,1154,31,56
S130,1526,133,22
S137,482,38,57
S046,845,178,55
S011,1220,35,52
S015,1823,88,47
S142,1384,178,39
S103,1531,144,59
S185,408,128,38
S135,1330,56,58
S130,725,52,45
S102,1675,197,39
S014,668,80,35
S192,769,184,58
S017,1172,167,53
S135,957,2,44
S060,637,159,54
S004,1576,74,49
S134,58,20,53
S123,1098,39,54
S129,530,172,28
S066,1269,144,42
S114,461,49,23
S110,366,102,38
S169,748,49,31
S115,118,198,39
S057,159,144,58
S109,1517,9,49
S045,231,19,34
S140,1046,58,20
S004,204,142,20
S159,1970,138,35
S008,63,94,52
S064,1542,182,52
S166,1631,94,20
S094,646,146,28
S074,1042,79,41
S089,1649,183,28
S082,1032,194,58
S178,1895,188,52
S119,1632,37,38
S192,338,172,54
S127,1366,75,52
S159,1394,99,52
S179,1394,14,33
S142,1795,98,28
S049,510,117,39
S009,13,96,27
S020,266,77,30
S187,1726,105,51
S111,1786,179,51
S074,655,195,51
S064,1340,101,20
S036,15,182,40
S075,1331,53,49
S015,1544,22,54
S037,658,36,58
S070,1561,163,37
S156,1729,3,27
S005,1240,83,45
S158,292,11,22
S078,1440,16,35
S002,379,132,47
S013,988,94,37
S164,1108,6,41
S030,427,2,43
S135,449,145,37
S075,1802,3,47
S176,830,25,54
S127,558,158,26
S028,316,97,36
S031,1011,21,41
S118,1784,157,25
S060,1893,16,26
S001,1874,13,55
S163,1593,93,24
S094,294,44,24
S127,644,79,41
S146,1309,3,32
S135,1169,134,27
S086,926,52,34
S071,1584,167,54
S101,1821,26,45
S121,100,87,44
S132,1996,43,54
S123,398,86,26
S003,17,87,30
S059,958,113,49
S113,1238,3,31
S197,1915,69,33
S057,572,190,36
S004,567,2,34
S034,79,25,51
S136,140,53,52
S067,968,187,40
S059,251,85,31
S185,879,69,28
S129,1829,78,56
S023,496,28,50
S160,1760,24,58
S169,1599,23,54
S050,1674,33,27
S108,545,4,29
S085,756,37,29
S186,425,128,33
S124,412,166,57
S164,113,19,26
S002,1469,187,50
S080,1869,171,53
S153,996,163,53
S151,484,148,48
S198,539,25,51
S101,252,146,27
S192,355,193,50
S075,429,138,45
S163,1060,96,45
S044,919,96,30
S017,1019,189,58
S122,519,21,24
S023,1219,135,40
S047,1335,14,52
S077,1965,90,58
S188,1944,190,22
S101,993,83,45
S146,352,44,31
S053,512,12,56
S032,117,107,45
S057,869,94,50
S002,1129,141,48
S088,610,82,44
S085,1408,129,36
S139,393,72,42
S143,1161,18,33
S130,593,28,36
S123,729,151,45
S116,1505,106,54
S152,1943,185,59
S106,774,48,44
S091,1362,99,52
S027,409,74,34
S114,86,56,40
S089,1002,175,47
S191,1161,72,24
S031,266,144,48
S045,1025,136,34
S183,1480,185,24
S118,636,93,44
S170,1644,129,22
S027,160,85,55
S012,1065,144,32
S022,1227,73,55
S028,500,130,47
S160,427,197,31
S079,982,191,56
S036,1864,6,30
S132,927,102,44
S162,1150,134,57
S031,1334,48,44
S102,886,89,59
S199,1232,138,51
S173,1072,140,44
S160,109,85,56
S068,520,188,57
S102,710,68,52
S191,315,102,24
S176,472,158,52
S135,1820,135,58
S200,1589,123,33
S170,1035,45,24
S119,527,17,58
S072,159,168,35
S104,827,175,34
S061,1273,79,38
S061,1112,139,44
S128,422,49,55
S062,540,95,52
S161,1152,159,26
S162,238,37,33
S150,1322,87,23
S105,1017,133,33
S098,1805,105,50
S057,352,30,47
S145,1655,47,23
S068,357,62,55
S019,1133,68,31
S084,1403,20,47
S152,1677,10,58
S101,1161,34,46
S058,76,168,40
S131,1023,122,56
S079,419,160,53
S141,858,55,59
S074,924,115,52
S022,1816,161,26
S179,1485,62,22
S036,403,59,32
S112,798,143,27
S042,649,73,51
S052,452,179,27
S190,1754,53,29
S074,568,46,38
S117,193,168,29
S068,959,196,46
S180,1726,51,49
S142,291,33,43
S016,447,163,31
S130,821,196,47
S004,698,118,23
S038,833,135,52
S131,760,73,47
S013,1093,155,55
S051,1292,35,39
S103,1974,109,34
S182,578,134,34
S122,1394,84,45
S057,1692,14,49
S036,1074,86,26
S074,1332,104,21
S098,1367,9,49
S166,264,17,57
S029,40,178,24
S090,1940,39,37
S147,980,23,57
S169,1149,142,38
S122,410,157,28
S137,1962,180,46
S045,372,171,38
S014,321,176,22
S058,872,162,44
S114,489,130,56
S184,912,179,50
S145,406,165,31
S198,1162,137,38
S134,1135,57,48
S122,1528,43,29
S188,576,112,48
S163,946,60,23
S070,577,95,52
S181,617,198,57
S111,1617,20,26
S180,245,199,46
S115,858,5,52
S062,1976,35,26
S136,1372,155,53
S160,1423,168,32
S058,1978,29,46
S157,1486,47,36
S050,710,110,24
S147,1000,3,37
S037,771,149,37
S093,1917,48,55
S151,598,12,40
S191,1949,55,54
S080,567,172,59
S177,1732,198,59
S141,1443,132,23
S191,263,186,40
S089,1349,75,40
S075,773,52,33
S068,22,80,22
S041,1755,133,25
S146,19,76,39
S188,516,150,49
S104,1957,58,48
S023,1902,195,46
S079,1911,183,34
S038,638,14,45
S125,1545,153,47
S120,795,71,47
S109,1252,8,20
S127,672,42,29
S198,1454,155,29
S065,1534,23,28
S088,1006,70,23
S003,224,59,59
S153,1438,194,58
S106,1949,173,52
S094,1050,67,35
S183,1145,74,37
S151,1499,148,36
S156,780,197,38
S105,1454,98,55
S144,1743,57,38
S187,1196,43,28
S094,903,181,28
S077,234,126,27
S088,745,81,45
S058,1038,145,27
S014,1386,52,55
S171,62,122,25
S128,1652,86,35
S148,724,137,40
S128,1553,19,35
S026,982,121,31
S148,674,114,47
S180,1974,134,53
S125,1267,34,24
S120,916,87,30
S057,1378,36,34
S106,492,168,40
S185,1541,109,20
S165,440,82,54
S075,78,90,53
S170,385,179,54
S088,1019,189,38
S020,28,90,58
S190,1883,148,49
S073,261,104,53
S150,564,13,27
S080,474,55,46
S124,637,12,56
S192,1130,144,28
S036,748,196,24
S104,83,194,36
S161,425,79,35
S091,498,32,31
S167,187,193,32
S101,521,81,39
S174,125,129,45
S090,1451,42,35
S094,1567,67,24
S003,686,82,23
S106,362,102,24
S163,1365,130,35
S060,840,187,48
S085,1707,104,25
S101,1276,60,49
S068,723,193,47
S067,113,12,38
S069,586,123,35
S098,185,82,42
S169,168,120,21
S084,183,66,41
S165,1627,21,26
S184,1914,81,20
S095,1828,46,21
S171,1027,161,41
S184,1320,101,51
S174,1857,47,23
S078,1348,187,32
S078,827,128,20
S198,1432,64,42
S089,101,62,50
S198,559,138,20
S139,648,112,28
S170,474,136,42
S071,1579,146,43
